  i  rg(cm)   reff(cm)   ndz(n/cm**3)  
 44 0.0000E+00 0.0000E+00 0.0000E+00
 45 0.0000E+00 0.0000E+00 0.0000E+00
 46 0.0000E+00 0.0000E+00 0.0000E+00
 47 0.0000E+00 0.0000E+00 0.0000E+00
 48 0.0000E+00 0.0000E+00 0.0000E+00
 49 0.0000E+00 0.0000E+00 0.0000E+00
 50 0.0000E+00 0.0000E+00 0.0000E+00
 51 0.0000E+00 0.0000E+00 0.0000E+00
 52 0.0000E+00 0.0000E+00 0.0000E+00
 53 0.0000E+00 0.0000E+00 0.0000E+00
 54 0.0000E+00 0.0000E+00 0.0000E+00
 55 0.0000E+00 0.0000E+00 0.0000E+00
 56 0.0000E+00 0.0000E+00 0.0000E+00
 57 0.0000E+00 0.0000E+00 0.0000E+00
 58 0.0000E+00 0.0000E+00 0.0000E+00
 59 0.0000E+00 0.0000E+00 0.0000E+00
 60 0.0000E+00 0.0000E+00 0.0000E+00
 61 0.0000E+00 0.0000E+00 0.0000E+00
 62 0.0000E+00 0.0000E+00 0.0000E+00
 63 0.0000E+00 0.0000E+00 0.0000E+00
 64 0.0000E+00 0.0000E+00 0.0000E+00
 65 0.0000E+00 0.0000E+00 0.0000E+00
 66 0.0000E+00 0.0000E+00 0.0000E+00
 67 0.0000E+00 0.0000E+00 0.0000E+00
 68 0.0000E+00 0.0000E+00 0.0000E+00
 69 0.0000E+00 0.0000E+00 0.0000E+00
 70 0.0000E+00 0.0000E+00 0.0000E+00
 71 0.0000E+00 0.0000E+00 0.0000E+00
 72 0.0000E+00 0.0000E+00 0.0000E+00
 73 0.0000E+00 0.0000E+00 0.0000E+00
 74 0.0000E+00 0.0000E+00 0.0000E+00
 75 0.0000E+00 0.0000E+00 0.0000E+00
 76 0.0000E+00 0.0000E+00 0.0000E+00
 77 0.0000E+00 0.0000E+00 0.0000E+00
 78 0.0000E+00 0.0000E+00 0.0000E+00
 79 0.0000E+00 0.0000E+00 0.0000E+00
 80 0.0000E+00 0.0000E+00 0.0000E+00
 81 5.4110E-04 1.7986E-03 7.5731E-03
 82 7.2663E-04 2.4152E-03 1.8618E+01
 83 7.1168E-04 2.3655E-03 2.4609E+01
 84 7.0252E-04 2.3351E-03 3.1372E+01
 85 6.9701E-04 2.3168E-03 3.9100E+01
 86 6.9336E-04 2.3046E-03 4.8235E+01
 87 6.9067E-04 2.2957E-03 5.8997E+01
 88 6.8841E-04 2.2882E-03 7.1523E+01
 89 6.8518E-04 2.2775E-03 8.6192E+01
 90 6.8001E-04 2.2603E-03 1.0335E+02
 91 6.7260E-04 2.2356E-03 1.2304E+02
 92 6.6332E-04 2.2048E-03 1.4474E+02
 93 6.5139E-04 2.1651E-03 1.6842E+02
 94 6.3592E-04 2.1137E-03 1.9434E+02
 95 6.1568E-04 2.0464E-03 2.2372E+02
 96 5.8957E-04 1.9597E-03 2.5600E+02
 97 5.8803E-04 1.9546E-03 2.3192E+02
 98 5.9076E-04 1.9636E-03 1.6270E+02
 99 5.9180E-04 1.9671E-03 5.4897E+01
100 0.0000E+00 0.0000E+00 0.0000E+00
 
